;meta[language=en]
; id      |key(hex)|key(str)| text
2115494001|        |panel_wic|Infinite Consumables
2115494002|        |panel_alchemy_wic|Infinite Consumables
2115494003|        |preset_Mods_wic|Infinite Consumables
2115494004|        |preset_Mods_alchemy_wic|Infinite Consumables
2115494005|        |preset_wic_defaults|Defaults
2115494006|        |option_wic_requirement_multiplier|Requirements multiplier
2115494007|        |option_wic_consuming_cost|Consuming cost in crowns
